institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
"California State University, East Bay",9 Mar 2011,Accepted,2011-03-09,Wednesday,Applied Statistics,Masters,NA,NA,NA,NA
Columbia (GSAS),9 Mar 2011,Rejected,2011-03-09,Wednesday,Applied Statistics,PhD,NA,650,800,0
University Of Pennsylvania (UPenn) Wharton,9 Mar 2011,Wait listed,2011-03-07,Monday,Statistics,PhD,3.74,600,800,4.5
Columbia (GSAS),9 Mar 2011,Rejected,2011-03-08,Tuesday,Statistics,PhD,3.74,600,800,4.5
University Of Missouri - Columbia,9 Mar 2011,Rejected,2011-03-09,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Florida,9 Mar 2011,Accepted,2011-03-08,Tuesday,Statistics,PhD,NA,NA,NA,NA
Duke University,9 Mar 2011,Wait listed,2011-03-04,Friday,Department Of Statistics,PhD,NA,NA,NA,NA
Maryland - College Park,9 Mar 2011,Wait listed,2011-03-08,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Ohio State University (OSU),8 Mar 2011,Accepted,2011-03-08,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Columbia (GSAS),8 Mar 2011,Wait listed,2011-03-08,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Harvard Graduate Schol Of Arts And Sciences,8 Mar 2011,Rejected,2011-03-08,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
University Of Missouri - Columbia,8 Mar 2011,Rejected,2011-03-08,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
University Of Florida(UFL),8 Mar 2011,Accepted,2011-03-08,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan - Ann Arbor,8 Mar 2011,Other,2011-03-08,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Georgia Athens,8 Mar 2011,Accepted,2011-03-07,Monday,Statistics,PhD,3,770,800,4.5
Columbia University (GSAS),8 Mar 2011,Accepted,2011-03-05,Saturday,Statistics,PhD,NA,NA,NA,NA
Rutgers University,8 Mar 2011,Other,2011-03-08,Tuesday,Statistics,PhD,NA,NA,NA,NA
"University Of Wisconsin, Madison",8 Mar 2011,Rejected,2011-03-07,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Connecticut,8 Mar 2011,Accepted,2011-03-07,Monday,Statistics,Masters,NA,NA,NA,NA
Boston University (BU),8 Mar 2011,Accepted,2011-03-08,Tuesday,Statistics,Masters,NA,NA,NA,NA
Columbia University (GSAS),8 Mar 2011,Rejected,2011-03-07,Monday,Statistics,PhD,NA,NA,NA,NA
Boston University,8 Mar 2011,Accepted,2011-03-08,Tuesday,Statistics,Masters,NA,NA,NA,NA
Columbia (GSAS),7 Mar 2011,Rejected,2011-03-07,Monday,Department Of Statistics,PhD,NA,NA,NA,NA
Columbia University,7 Mar 2011,Wait listed,2011-03-07,Monday,Department Of Statistics,PhD,NA,NA,NA,NA
"University Of Wisconsin, Madison",7 Mar 2011,Rejected,2011-03-07,Monday,Statistics,PhD,NA,NA,NA,NA
"Univ. Of Wisconsin, Madison",7 Mar 2011,Accepted,2011-03-05,Saturday,Department Of Statistics,Masters,NA,NA,NA,NA
University Of Arizona,7 Mar 2011,Accepted,2011-03-04,Friday,Department Of Statistics,Masters,NA,NA,NA,NA
Johns Hopkins University (JHU),7 Mar 2011,Accepted,2011-03-07,Monday,Applied Math And Statistics,PhD,3.9,520,800,4.5
UC Santa Barbara,6 Mar 2011,Rejected,2011-03-04,Friday,Applied Probability And Statistics,PhD,NA,NA,NA,NA
UC Santa Cruz (UCSC),6 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Wisconsin -Madison,6 Mar 2011,Accepted,2011-03-06,Sunday,Statistics,PhD,NA,NA,NA,NA
UC Santa Barbara,6 Mar 2011,Accepted,2011-02-25,Friday,Applied Probability And Statistics,PhD,NA,NA,NA,NA
Michigan State University (MSU),6 Mar 2011,Accepted,2011-03-06,Sunday,Department Of Statistics,Masters,NA,NA,NA,NA
Columbia (GSAS),6 Mar 2011,Accepted,2011-03-05,Saturday,Statistics,PhD,NA,NA,NA,NA
Columbia University,6 Mar 2011,Accepted,2011-03-05,Saturday,Statistics,PhD,NA,NA,NA,NA
Columbia University (GSAS),5 Mar 2011,Accepted,2011-03-05,Saturday,Statistics,PhD,NA,NA,NA,NA
Purdue University - West Lafayette,5 Mar 2011,Accepted,2011-03-04,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Delaware (UDel),5 Mar 2011,Accepted,2011-03-05,Saturday,Statistics,Masters,NA,NA,NA,NA
University Of Virginia (UVA),5 Mar 2011,Accepted,2011-03-05,Saturday,Statistics,Masters,NA,NA,NA,NA
Harvard Graduate School Of Arts And Sciences,5 Mar 2011,Rejected,2011-03-04,Friday,Statistics,Masters,NA,NA,NA,NA
Purdue University,5 Mar 2011,Accepted,2011-03-05,Saturday,Statistics,PhD,NA,NA,NA,NA
Carnegie Mellon University (CMU),5 Mar 2011,Accepted,2011-03-05,Saturday,Statistics,Masters,NA,NA,NA,NA
Virginia University,5 Mar 2011,Accepted,2011-03-05,Saturday,Statistics,Masters,NA,NA,NA,NA
Harvard University,5 Mar 2011,Rejected,2011-03-05,Saturday,Statistics,Masters,NA,NA,NA,NA
Harvard Graduate School Of Arts And Sciences,4 Mar 2011,Rejected,2011-03-04,Friday,Statistics,Masters,NA,NA,NA,NA
Harvard Graduate School Of Arts And Sciences,4 Mar 2011,Rejected,2011-03-04,Friday,Statistics,Masters,NA,NA,NA,NA
Wharton School - University Of Pennsylvania,4 Mar 2011,Rejected,2011-03-04,Friday,Statistics,PhD,NA,NA,NA,NA
Penn State (PSU),4 Mar 2011,Rejected,2011-03-04,Friday,Statistics,Masters,3.7,590,790,3.5
San Diego State University (SDSU),4 Mar 2011,Accepted,2011-03-04,Friday,Statistics,Masters,NA,NA,NA,NA
Texas A & M University (TAMU),4 Mar 2011,Other,2011-03-04,Friday,Department Of Statistics,PhD,NA,NA,NA,NA
University Of Missouri,3 Mar 2011,Accepted,2011-02-28,Monday,Statistics,PhD,NA,NA,NA,NA
Chicago Booth School Of Business,3 Mar 2011,Rejected,2011-03-03,Thursday,Econometrics & Statistics,PhD,NA,NA,NA,NA
Chicago Booth School Of Business,3 Mar 2011,Rejected,2011-03-03,Thursday,Econometrics & Statistics,PhD,NA,NA,NA,NA
Chicago Booth School Of Business,3 Mar 2011,Rejected,2011-03-03,Thursday,Econometrics & Statistics,PhD,NA,NA,NA,NA
"University Of Chicago, Booth School Of Business",3 Mar 2011,Rejected,2011-03-03,Thursday,Econometrics & Statistics,PhD,4,700,800,4
University Of Connecticut,3 Mar 2011,Accepted,2011-01-03,Monday,Statistics,Masters,NA,NA,NA,NA
"University If Wisconsin, Madison",3 Mar 2011,Rejected,2011-03-02,Wednesday,Statistics,PhD,NA,NA,NA,NA
Virginia Tech,3 Mar 2011,Other,2011-03-03,Thursday,Statistics,PhD,NA,NA,NA,NA
Wharton School - University Of Pennsylvania,3 Mar 2011,Rejected,2011-03-03,Thursday,"Statistics, PhD",PhD,NA,NA,NA,NA
University Of Michigan (Ann Arbor),3 Mar 2011,Rejected,2011-03-03,Thursday,Applied Statistics,Masters,NA,NA,NA,NA
Oxford University,3 Mar 2011,Accepted,2011-03-03,Thursday,Applied Statistics,Masters,3.9,720,800,0
University Of Pennsylvania (UPenn) Wharton,3 Mar 2011,Rejected,2011-03-03,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,3 Mar 2011,Rejected,2011-03-03,Thursday,Applied Statistics,Masters,3.66,800,590,3.5
Texas A & M University (TAMU),2 Mar 2011,Rejected,2011-03-02,Wednesday,Department Of Statistics,PhD,NA,NA,NA,NA
Boston University,2 Mar 2011,Accepted,2011-03-02,Wednesday,Applied Math And Statistics,PhD,NA,NA,NA,NA
Boston University (BU),2 Mar 2011,Accepted,2011-03-02,Wednesday,Statistics,PhD,NA,NA,NA,NA
Tulane University,2 Mar 2011,Accepted,2011-03-02,Wednesday,Statistics,Masters,NA,NA,NA,NA
Cornell University,2 Mar 2011,Rejected,2011-03-02,Wednesday,Department Of Statistics,PhD,NA,NA,NA,NA
University Of Toronto,2 Mar 2011,Accepted,2011-02-25,Friday,Applied Probability And Statistics,PhD,NA,NA,NA,NA
Michigan University- Ann Arbor,2 Mar 2011,Rejected,2011-03-02,Wednesday,Statistics,Masters,NA,NA,NA,NA
Boston University,2 Mar 2011,Accepted,2011-03-02,Wednesday,Statistics,PhD,3.9,800,800,5.5
Harvard University,2 Mar 2011,Rejected,2011-03-02,Wednesday,Statistics,PhD,3.9,800,800,5.5
University Of Missouri,2 Mar 2011,Accepted,2011-03-02,Wednesday,Department Of Statistics,Masters,NA,NA,NA,NA
Michigan Ann Arbor,2 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
Colorado School Of Mines,2 Mar 2011,Accepted,2011-03-01,Tuesday,Statistics,Masters,3.75,530,770,5
U Of Michigan (Ann Arbor),2 Mar 2011,Rejected,2011-03-02,Wednesday,Applied Statistics,Masters,NA,NA,NA,NA
Cornell University,2 Mar 2011,Rejected,2011-03-02,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan - Ann Arbor,2 Mar 2011,Rejected,2011-03-02,Wednesday,Applied Statistics,Masters,NA,NA,NA,NA
Wisconsin Madison,2 Mar 2011,Accepted,2011-03-01,Tuesday,Applied Statistics,Masters,NA,NA,NA,NA
"University Of Florida, Gainesville",2 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,Masters,NA,NA,NA,NA
University Of Michigan - Ann Arbor,2 Mar 2011,Rejected,2011-03-01,Tuesday,Applied Statistics,Masters,NA,NA,NA,NA
Pennsylvania State University,2 Mar 2011,Rejected,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Iowa,2 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
Michigan State University,2 Mar 2011,Accepted,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
Cornell University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Cornell University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Cornell University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
Cornell University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Cornell University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Cornell University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Michigan Ann Arbor,1 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
Cornell University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
University Of Michigan,1 Mar 2011,Rejected,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Cornell University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Cornell University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Virginia Polytechnic Institute And State University (Virginia Tech),1 Mar 2011,Accepted,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
Rutgers University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan - Ann Arbor,1 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of British Columbia (UBC),1 Mar 2011,Accepted,2011-02-28,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Florida (UFL),1 Mar 2011,Rejected,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
U Of Michigan (Ann Arbor),1 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Florida (Gainesville),1 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,Masters,NA,NA,NA,NA
University Of Wisconsin -Madison,1 Mar 2011,Accepted,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
Duke University,1 Mar 2011,Rejected,2011-03-01,Tuesday,Applied Statistics,PhD,NA,NA,NA,NA
University Of British Columbia (UBC),1 Mar 2011,Accepted,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of British Columbia,1 Mar 2011,Accepted,2011-03-01,Tuesday,Statistics,Masters,3.64,640,800,3.5
University Of British Columbia (UBC),1 Mar 2011,Accepted,2011-03-01,Tuesday,Statistics,Masters,NA,NA,NA,NA
University Of Washing,1 Mar 2011,Rejected,2011-02-10,Thursday,Department Of Statistics,Masters,3.83,490,790,5
"University Of Michigan, Ann Arbor",1 Mar 2011,Accepted,2011-02-28,Monday,Applied Statistics,Masters,NA,NA,NA,NA
"University If Wisconsin, Madison",1 Mar 2011,Accepted,2011-03-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Duke Univesity,1 Mar 2011,Rejected,2011-03-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
Univ Of Florida,28 Feb 2011,Accepted,2011-02-28,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan (Ann Arbor),28 Feb 2011,Rejected,2011-02-28,Monday,Department Of Statistics,PhD,NA,NA,NA,NA
"University Of California, Berkeley (UCB)",28 Feb 2011,Rejected,2011-02-14,Monday,Department Of Statistics,PhD,NA,NA,NA,NA
University Of Michigan - Ann Arbor,28 Feb 2011,Rejected,2011-02-28,Monday,Department Of Statistics,PhD,NA,NA,NA,NA
University Of Michigan (Ann Arbor),28 Feb 2011,Rejected,2011-02-28,Monday,Statistics,PhD,NA,NA,NA,NA
Universit Of Michigan-Ann Arbor,28 Feb 2011,Accepted,2011-02-28,Monday,Applied Statistics,Masters,NA,NA,NA,NA
UC Santa Barbara,28 Feb 2011,Accepted,2011-02-25,Friday,Statistics And Applied Probability,PhD,NA,NA,NA,NA
University Of California Los Angeles,28 Feb 2011,Accepted,2011-02-23,Wednesday,Statistics,PhD,NA,NA,NA,NA
Cornell University,28 Feb 2011,Rejected,2011-02-28,Monday,Department Of Statistics,PhD,NA,NA,NA,NA
North Carolina State University,28 Feb 2011,Accepted,2011-02-04,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Washington,28 Feb 2011,Rejected,2011-02-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
Harvard Graduate School Of Arts And Sciences,28 Feb 2011,Rejected,2011-02-28,Monday,Department Of Statistics,PhD,NA,NA,NA,NA
University Of Wisconsin -Madison,28 Feb 2011,Accepted,2011-02-26,Saturday,Statistics,PhD,NA,NA,NA,NA
UWisconsin Madison,28 Feb 2011,Accepted,2011-02-24,Thursday,Statistics,PhD,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",28 Feb 2011,Accepted,2011-02-28,Monday,Applied Statistics,Masters,NA,NA,NA,NA
Bowling Green State University,28 Feb 2011,Accepted,2011-02-28,Monday,Applied Statistics,Masters,NA,NA,NA,NA
Loyola University Chicago,28 Feb 2011,Accepted,2011-02-20,Sunday,Applied Statistics,Masters,NA,NA,NA,NA
University Of California Santa Cruz (UCSC),27 Feb 2011,Rejected,2011-02-24,Thursday,Applied Mathematics And Statistics,PhD,3.5,590,800,3.5
"University Of Wisconsin, Madison",27 Feb 2011,Rejected,2011-02-27,Sunday,Statistics,Masters,NA,NA,NA,NA
"University Of Wisconsin, Madison",27 Feb 2011,Rejected,2011-02-26,Saturday,Statistics,PhD,NA,NA,NA,NA
University Of Alberta,26 Feb 2011,Rejected,2010-11-10,Wednesday,Statistics,Masters,3.62,640,800,3.5
Pennsylvania State University (PSU),26 Feb 2011,Rejected,2011-02-25,Friday,Statistics,Masters,3.62,640,800,3.5
University Of South Carolina,26 Feb 2011,Accepted,2011-02-25,Friday,Statistics,Masters,3.62,640,800,3.5
University Of South Carolina,26 Feb 2011,Accepted,2011-02-26,Saturday,Statistics,Masters,NA,NA,NA,NA
University Of Wisconsin -Madison,26 Feb 2011,Rejected,2011-02-26,Saturday,Statistics,Masters,NA,NA,NA,NA
University Of South Carolina,26 Feb 2011,Accepted,2011-02-26,Saturday,Statistics,Masters,NA,NA,NA,NA
UConn,26 Feb 2011,Rejected,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
Penn State,26 Feb 2011,Rejected,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Wisconsin -Madison,26 Feb 2011,Accepted,2011-02-26,Saturday,Statistics,Masters,NA,NA,NA,NA
"University Of Wisconsin, Madison",26 Feb 2011,Rejected,2011-02-26,Saturday,Statistics,Masters,NA,NA,NA,NA
University Of Wisconsin -Madison,26 Feb 2011,Rejected,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
University Of California At Berkeley,26 Feb 2011,Rejected,2011-02-14,Monday,Statistics,PhD,NA,NA,NA,NA
"University Of Wisconsin, Madison",26 Feb 2011,Rejected,2011-02-26,Saturday,Statistics,Masters,NA,NA,NA,NA
Carnegie Mellon University,26 Feb 2011,Rejected,2011-01-31,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Wisconsin -Madison,26 Feb 2011,Rejected,2011-02-26,Saturday,Statistics,PhD,NA,NA,NA,NA
University Of Wisconsin -Madison,25 Feb 2011,Rejected,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
Harvard Graduate Schol Of Arts And Sciences,25 Feb 2011,Rejected,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Waterloo,25 Feb 2011,Rejected,2011-02-25,Friday,Statistics,Masters,NA,NA,NA,NA
UC Berkeley School Of Public Health,25 Feb 2011,Rejected,2011-02-25,Friday,"Biostatistics, Statistics",PhD,NA,NA,NA,NA
"University Of California, Irvine (UCI)",25 Feb 2011,Accepted,2011-02-25,Friday,Department Of Statistics,PhD,NA,NA,NA,NA
"University Of Wisconsin, Madison",25 Feb 2011,Rejected,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
Yale University,25 Feb 2011,Wait listed,2011-02-15,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
University Of Toronto,25 Feb 2011,Accepted,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
"University Of Wisconsin, Madison",25 Feb 2011,Accepted,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
U Of Wisc-Madison,25 Feb 2011,Rejected,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Los Angeles (UCLA)",25 Feb 2011,Accepted,2011-02-23,Wednesday,Department Of Statistics,PhD,NA,NA,NA,NA
Penn State,25 Feb 2011,Rejected,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
Florida State University,25 Feb 2011,Accepted,2011-02-25,Friday,Measurement And Statistics,PhD,NA,NA,NA,NA
Penn State (PSU),25 Feb 2011,Rejected,2011-02-25,Friday,Department Of Statistics,PhD,NA,600,800,3.5
Penn State (PSU),25 Feb 2011,Rejected,2011-02-24,Thursday,Department Of Statistics,PhD,NA,NA,NA,NA
Ohio State University (OSU),25 Feb 2011,Accepted,2011-02-11,Friday,Statistics,PhD,NA,NA,NA,NA
Pennsylvania State University,25 Feb 2011,Wait listed,2011-02-24,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Minnesota-Twin Cities,25 Feb 2011,Wait listed,2011-01-21,Friday,Statistics,PhD,NA,NA,NA,NA
Harvard University,25 Feb 2011,Accepted,2011-02-21,Monday,Statistics,Masters,NA,NA,NA,NA
Duke University,25 Feb 2011,Rejected,2011-02-14,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Washington,25 Feb 2011,Rejected,2011-02-01,Tuesday,Statistics,PhD,NA,NA,NA,NA
Stanford University,25 Feb 2011,Rejected,2011-02-08,Tuesday,Statistics,PhD,NA,NA,NA,NA
"University Of Wisconsin, Madison",25 Feb 2011,Accepted,2011-02-24,Thursday,Department Of Statistics,PhD,NA,NA,NA,NA
Ohio State University (OSU),25 Feb 2011,Accepted,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
London School Of Economics (LSE),25 Feb 2011,Accepted,2011-02-25,Friday,Statistics,Masters,NA,NA,NA,NA
Ohio State University (OSU),25 Feb 2011,Accepted,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
University Of IllinoisUIUC,25 Feb 2011,Accepted,2011-02-05,Saturday,Statistics,Masters,NA,NA,NA,NA
Penn State PSU,25 Feb 2011,Rejected,2011-02-25,Friday,Applied Statistics,Masters,NA,NA,NA,NA
Penn State (PSU),24 Feb 2011,Rejected,2011-02-24,Thursday,Statistics,PhD,NA,NA,NA,NA
Pennsylvania State University (Penn State),24 Feb 2011,Rejected,2011-02-24,Thursday,Statistics,Masters,NA,NA,NA,NA
Penn State (PSU),24 Feb 2011,Rejected,2011-02-24,Thursday,Statistics,PhD,NA,NA,NA,NA
Penn State PSU,24 Feb 2011,Rejected,2011-02-24,Thursday,Department Of Statistics,Masters,NA,NA,NA,NA
U Michigan,24 Feb 2011,Accepted,2011-02-24,Thursday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Riverside (UCR)",24 Feb 2011,Accepted,2011-01-21,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Waterloo (Canada),24 Feb 2011,Accepted,2011-02-22,Tuesday,Department Of Statistics,Masters,NA,NA,NA,NA
"University Of California, Riverside (UCR)",24 Feb 2011,Other,2011-02-24,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan - Ann Arbor,24 Feb 2011,Accepted,2011-02-24,Thursday,Statistics,PhD,NA,NA,NA,NA
UW Madison,24 Feb 2011,Accepted,2011-02-24,Thursday,Department Of Statistics,PhD,NA,NA,NA,NA
Pennsylvania State University,24 Feb 2011,Accepted,2011-02-24,Thursday,Department Of Statistics,PhD,NA,NA,NA,NA
Carnegie Mellon University (CMU),24 Feb 2011,Rejected,2011-02-01,Tuesday,Department Of Statistics,PhD,NA,NA,NA,NA
Washington University in St. Louis (WashU/WUSTL),24 Feb 2011,Accepted,2011-02-17,Thursday,Statistics,Masters,NA,NA,NA,NA
"University Of California, Irvine (UCI)",24 Feb 2011,Accepted,2011-02-16,Wednesday,Statistics,Masters,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",24 Feb 2011,Accepted,2011-02-24,Thursday,Statistics,PhD,NA,NA,NA,NA
Duke University,24 Feb 2011,Wait listed,2011-02-14,Monday,Department Of Statistics,PhD,NA,NA,NA,NA
Pennsylvania State University (Penn State),24 Feb 2011,Accepted,2011-02-24,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Rochester,23 Feb 2011,Wait listed,2011-02-22,Tuesday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Los Angeles (UCLA)",23 Feb 2011,Accepted,2011-02-23,Wednesday,Statistics,PhD,NA,NA,NA,NA
Yale University,23 Feb 2011,Wait listed,2011-02-14,Monday,Statistics,PhD,3.69,740,800,4.5
Stanford University,23 Feb 2011,Rejected,2011-02-08,Tuesday,Statistics,PhD,3.69,740,800,4.5
"University Of California, Berkeley (UCB)",23 Feb 2011,Rejected,2011-02-23,Wednesday,Statistics,PhD,3.69,740,800,4.5
University Of Michigan - Ann Arbor,23 Feb 2011,Accepted,2011-02-23,Wednesday,Statistics,PhD,3.69,740,800,4.5
"University Of Wisconsin, Madison",23 Feb 2011,Rejected,2011-02-23,Wednesday,Department Of Statistics,PhD,3.81,650,800,5
"University Of California, Santa Cruz (UCSC)",23 Feb 2011,Rejected,2011-02-23,Wednesday,Statistics,PhD,NA,NA,NA,NA
Cornell University,23 Feb 2011,Accepted,2011-02-21,Monday,Statistics,PhD,3.69,740,800,4.5
Pennsylvania State University (PSU),23 Feb 2011,Wait listed,2011-02-23,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Connecticut - Storrs,23 Feb 2011,Accepted,2011-02-23,Wednesday,Statistics,PhD,NA,NA,NA,NA
Pennsylvania State University,23 Feb 2011,Accepted,2011-02-23,Wednesday,Statistics,PhD,NA,NA,NA,NA
Rutgers - New Brunswick,23 Feb 2011,Wait listed,2011-02-23,Wednesday,Department Of Statistics,PhD,NA,NA,NA,NA
University Of South Carolina,23 Feb 2011,Accepted,2011-02-22,Tuesday,Statistics,PhD,NA,NA,NA,NA
