institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
University Of Chicago,9 Mar 2019,Accepted,2019-03-08,Friday,English,Masters,3.87,165,160,5.5
University Of Chicago,9 Mar 2019,Accepted,2019-03-08,Friday,English,Masters,3.97,163,0,4.5
SUNY Stony Brook,9 Mar 2019,Rejected,2019-03-09,Saturday,English,PhD,NA,NA,NA,NA
Stony Brook,9 Mar 2019,Rejected,2019-03-09,Saturday,English,PhD,NA,NA,NA,NA
Stony Brook University,9 Mar 2019,Rejected,2019-03-09,Saturday,English,PhD,NA,NA,NA,NA
University Of British Columbia,8 Mar 2019,Other,2019-03-09,Saturday,English,PhD,NA,NA,NA,NA
University Of British Columbia,8 Mar 2019,Other,2019-03-09,Saturday,English,PhD,NA,NA,NA,NA
University Of Oregon,8 Mar 2019,Wait listed,2019-03-09,Saturday,English,PhD,NA,NA,NA,NA
University Of Chicago,8 Mar 2019,Accepted,2019-03-08,Friday,English,Masters,NA,NA,NA,NA
University Of Florida,8 Mar 2019,Rejected,2019-03-08,Friday,English,PhD,NA,NA,NA,NA
University Of Florida,8 Mar 2019,Rejected,2019-03-08,Friday,English,PhD,4,164,163,6
University Of British Columbia,8 Mar 2019,Accepted,2019-03-08,Friday,English,Masters,NA,NA,NA,NA
Western Washington (WWU),8 Mar 2019,Rejected,2019-03-08,Friday,English,Masters,NA,NA,NA,NA
University Of Chicago,8 Mar 2019,Accepted,2019-03-08,Friday,English,Masters,3.83,170,161,5.5
University Of Oklahoma,8 Mar 2019,Other,2019-03-08,Friday,English,PhD,NA,NA,NA,NA
University Of New Hampshire,8 Mar 2019,Other,2019-03-08,Friday,English,PhD,NA,NA,NA,NA
University Of Oklahoma,8 Mar 2019,Rejected,2019-03-08,Friday,English,PhD,NA,NA,NA,NA
George Washington University,8 Mar 2019,Rejected,2019-03-08,Friday,English,PhD,NA,NA,NA,NA
Western Washington (WWU),8 Mar 2019,Accepted,2019-03-07,Thursday,English,Masters,3.93,164,156,6
George Washington University,7 Mar 2019,Other,2019-03-08,Friday,English,PhD,3.75,162,153,5
George Washington University,7 Mar 2019,Wait listed,2019-03-07,Thursday,English,PhD,NA,NA,NA,NA
University Of Florida,7 Mar 2019,Accepted,2019-03-03,Sunday,English,PhD,NA,NA,NA,NA
Brandeis University,7 Mar 2019,Accepted,2019-03-07,Thursday,English,Masters,3.9,166,149,5
George Washington University,7 Mar 2019,Wait listed,2019-03-07,Thursday,English,PhD,NA,NA,NA,NA
George Washington University,7 Mar 2019,Wait listed,2019-03-07,Thursday,English,PhD,NA,NA,NA,NA
George Washington University (GWU),7 Mar 2019,Wait listed,2019-03-07,Thursday,English,PhD,NA,NA,NA,NA
George Washington University (GWU),7 Mar 2019,Wait listed,2019-03-07,Thursday,English,PhD,NA,NA,NA,NA
George Washington University,7 Mar 2019,Rejected,2019-03-07,Thursday,English,PhD,3.75,162,153,5
George Washington University,7 Mar 2019,Wait listed,2019-03-07,Thursday,English,PhD,NA,NA,NA,NA
George Washington University,7 Mar 2019,Rejected,2019-03-07,Thursday,English,PhD,NA,NA,NA,NA
New York University GSAS (NYU),7 Mar 2019,Other,2019-03-07,Thursday,English,PhD,NA,NA,NA,NA
Penn State (Pennsylvania State University),7 Mar 2019,Other,2019-03-07,Thursday,English,Masters,NA,NA,NA,NA
Rice University,7 Mar 2019,Rejected,2019-01-31,Thursday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,7 Mar 2019,Rejected,2019-02-04,Monday,English,PhD,NA,NA,NA,NA
SUNY University At Buffalo,7 Mar 2019,Wait listed,2019-02-12,Tuesday,English,PhD,NA,NA,NA,NA
University Of Mississippi,7 Mar 2019,Accepted,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
New York University GSAS (NYU),7 Mar 2019,Rejected,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
Southern Methodist University,6 Mar 2019,Accepted,2019-03-07,Thursday,English,PhD,3.8,162,0,4.5
University Of Michigan,6 Mar 2019,Rejected,2019-03-05,Tuesday,Joint Program English And Education (JPEE),PhD,NA,NA,NA,NA
University Of Arizona - Tucson,6 Mar 2019,Accepted,2019-02-14,Thursday,"Rhetoric, Composition, And Teaching Of English (RCTE)",Other,NA,NA,NA,NA
"University Of Alabama, Tuscaloosa",6 Mar 2019,Accepted,2019-01-25,Friday,"Composition, Rhetoric, English Studies (CRES)",Other,NA,NA,NA,NA
University Of Mississippi,6 Mar 2019,Accepted,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
New York University,6 Mar 2019,Rejected,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
Southern Methodist University (SMU),6 Mar 2019,Accepted,2019-03-06,Wednesday,English,PhD,3.64,162,144,4
University Of Mississippi,6 Mar 2019,Accepted,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
University Of Oxford,6 Mar 2019,Accepted,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
University Of Oxford,6 Mar 2019,Accepted,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
University Of Oxford,6 Mar 2019,Accepted,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
New York University,6 Mar 2019,Other,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
New York University,6 Mar 2019,Other,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
Harvard Graduate School Of Arts And Sciences,6 Mar 2019,Rejected,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
Harvard University,5 Mar 2019,Rejected,2019-03-06,Wednesday,English,PhD,NA,NA,NA,NA
Harvard University,5 Mar 2019,Rejected,2019-03-06,Wednesday,English,PhD,3.78,164,150,4.5
Harvard University,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
Harvard University,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
Harvard University,5 Mar 2019,Rejected,2019-03-06,Wednesday,English,PhD,4,164,155,5.5
Harvard University,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
Harvard University,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,4,170,168,4.5
Harvard Graduate School Of Arts And Sciences,5 Mar 2019,Rejected,2019-03-05,Tuesday,English Literature,PhD,NA,NA,NA,NA
Harvard University,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,4,166,152,6
"University Of Californa, Los Angeles (UCLA)",5 Mar 2019,Wait listed,2019-02-08,Friday,English,PhD,NA,NA,NA,NA
New Mexico State University,5 Mar 2019,Accepted,2019-03-05,Tuesday,English - Rhetoric And Professional Communication,Masters,NA,NA,NA,NA
University Of Nevada Las Vegas,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,Masters,NA,NA,NA,NA
Rutgers University - New Brunswick,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
Rutgers University,5 Mar 2019,Other,2019-03-05,Tuesday,English,PhD,3.9,160,150,6
University Of Connecticut,5 Mar 2019,Wait listed,2019-03-05,Tuesday,English,Masters,3.8,160,149,5.5
Rutgers University - New Brunswick,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
Rutgers University,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
Rutgers University - New Brunswick,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
Rutgers University,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
Virginia Tech,5 Mar 2019,Accepted,2019-03-05,Tuesday,English,Masters,3.24,164,158,4
Rutgers University - New Brunswick,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
Duquesne University,5 Mar 2019,Accepted,2019-03-05,Tuesday,English,Masters,3.8,170,163,5
Rutgers University - New Brunswick,5 Mar 2019,Rejected,2019-03-05,Tuesday,English,PhD,NA,NA,NA,NA
Rutgers University - New Brunswick,4 Mar 2019,Rejected,2019-03-04,Monday,English,PhD,NA,NA,NA,NA
University Of Rochester,4 Mar 2019,Accepted,2019-03-04,Monday,English,Masters,NA,NA,NA,NA
Rutgers University - New Brunswick,4 Mar 2019,Rejected,2019-03-04,Monday,English,PhD,NA,NA,NA,NA
Virginia Tech,4 Mar 2019,Accepted,2019-03-04,Monday,English,Masters,NA,NA,NA,NA
Portland State University,4 Mar 2019,Accepted,2019-02-22,Friday,English,Masters,NA,NA,NA,NA
Portland State University (PDX),4 Mar 2019,Accepted,2019-03-05,Tuesday,English,Masters,3.8,160,149,5.5
Washington State University,4 Mar 2019,Accepted,2019-03-01,Friday,English Rhet Comp,PhD,NA,NA,NA,NA
Case Western Reserve University,4 Mar 2019,Rejected,2019-02-17,Sunday,English,PhD,NA,NA,NA,NA
Concordia University (Canada),4 Mar 2019,Accepted,2019-03-04,Monday,English,Masters,NA,NA,NA,NA
Concordia University (Canada),4 Mar 2019,Accepted,2019-03-04,Monday,English,Masters,NA,NA,NA,NA
University Of Mississippi,4 Mar 2019,Accepted,2019-03-04,Monday,English,Masters,3.61,163,150,3.5
University Of Florida,4 Mar 2019,Accepted,2019-03-04,Monday,English,PhD,NA,NA,NA,NA
University Of Florida,4 Mar 2019,Accepted,2019-03-04,Monday,English,PhD,3.94,164,155,5
UNC Greensboro,4 Mar 2019,Accepted,2019-03-04,Monday,English,Masters,3.85,154,142,4
University Of Oxford,4 Mar 2019,Other,2019-03-04,Monday,English,PhD,NA,NA,NA,NA
Rutgers University,4 Mar 2019,Rejected,2019-03-04,Monday,English,PhD,NA,NA,NA,NA
Other,4 Mar 2019,Other,2019-03-04,Monday,English,Other,NA,NA,NA,NA
Washington State University,3 Mar 2019,Accepted,2019-03-01,Friday,English,Masters,NA,NA,NA,NA
University Of Arkansas,3 Mar 2019,Accepted,2019-03-03,Sunday,English,Masters,NA,NA,NA,NA
University Of Cincinnati,3 Mar 2019,Rejected,2019-03-01,Friday,English Creative Writing,PhD,NA,NA,NA,NA
University Of Rhode Island,3 Mar 2019,Rejected,2019-03-01,Friday,English Creative Writing,PhD,NA,NA,NA,NA
Rutgers University - New Brunswick,3 Mar 2019,Wait listed,2019-03-03,Sunday,English,PhD,NA,NA,NA,NA
University Of Cambridge,3 Mar 2019,Accepted,2019-03-01,Friday,English (Renaissance Literature),PhD,NA,NA,NA,NA
"University Of Californa, Los Angeles (UCLA)",3 Mar 2019,Accepted,2019-02-08,Friday,English,PhD,3.98,158,153,4.5
Temple University,2 Mar 2019,Accepted,2019-03-03,Sunday,Education-Teaching English To Speakers Of Other Language (TESOL),Masters,NA,NA,NA,NA
Ohio University (Athens),2 Mar 2019,Wait listed,2019-03-03,Sunday,English (Creative Writing),Masters,NA,NA,NA,NA
Washington University In St. Louis (WashU/WUSTL),2 Mar 2019,Rejected,2019-03-01,Friday,English,PhD,NA,NA,NA,NA
University Of Washington,2 Mar 2019,Rejected,2019-02-20,Wednesday,English,PhD,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",2 Mar 2019,Rejected,2019-02-13,Wednesday,English,PhD,NA,158,153,99.99
University Of Cincinnati,2 Mar 2019,Rejected,2019-03-01,Friday,English (Creative Writing),PhD,NA,NA,NA,NA
Washington University In St. Louis (WashU/WUSTL),1 Mar 2019,Rejected,2019-03-02,Saturday,English,PhD,NA,NA,NA,NA
University Of Toronto,1 Mar 2019,Accepted,2019-03-01,Friday,English,Masters,NA,NA,NA,NA
Washington University In St. Louis (WashU/WUSTL),1 Mar 2019,Rejected,2019-03-01,Friday,English,PhD,NA,NA,NA,NA
Washington University In St. Louis (WashU/WUSTL),1 Mar 2019,Rejected,2019-03-01,Friday,English,PhD,NA,NA,NA,NA
Arizona State University,1 Mar 2019,Rejected,2019-03-01,Friday,English,PhD,NA,NA,NA,NA
University Of Virginia,1 Mar 2019,Accepted,2019-02-19,Tuesday,English,Masters,NA,NA,NA,NA
Washington University in St. Louis (WashU/WUSTL),1 Mar 2019,Rejected,2019-03-01,Friday,English,PhD,NA,NA,NA,NA
University Of Toronto,1 Mar 2019,Accepted,2019-03-01,Friday,English,Masters,NA,NA,NA,NA
George Washington University,1 Mar 2019,Other,2019-03-02,Saturday,English,PhD,NA,NA,NA,NA
Washington University In St. Louis (WashU/WUSTL),1 Mar 2019,Rejected,2019-03-02,Saturday,English,PhD,NA,NA,NA,NA
McGill University,1 Mar 2019,Accepted,2019-02-21,Thursday,English,Masters,NA,NA,NA,NA
University California Riverside,1 Mar 2019,Rejected,2019-03-01,Friday,English,PhD,NA,NA,NA,NA
University Of Tennessee,1 Mar 2019,Accepted,2019-03-01,Friday,English,Masters,NA,NA,NA,NA
University Of Denver,1 Mar 2019,Rejected,2019-02-27,Wednesday,English - Creative Writing,PhD,NA,NA,NA,NA
University Of Toronto,1 Mar 2019,Accepted,2019-03-01,Friday,English,Masters,NA,NA,NA,NA
McMaster University,1 Mar 2019,Accepted,2019-03-01,Friday,English,Masters,NA,NA,NA,NA
Arizona State University,1 Mar 2019,Wait listed,2019-03-01,Friday,English,PhD,NA,168,0,0
Arizona State University,1 Mar 2019,Wait listed,2019-03-01,Friday,English,PhD,3.8,168,146,4.5
University Of Pennsylvania,1 Mar 2019,Wait listed,2019-03-01,Friday,English,PhD,NA,NA,NA,NA
Boston College,1 Mar 2019,Accepted,2019-03-01,Friday,English,Masters,NA,NA,NA,NA
Boston College,1 Mar 2019,Accepted,2019-03-01,Friday,English,Masters,3.96,166,152,5
Boston College,1 Mar 2019,Accepted,2019-03-01,Friday,English,Masters,3.78,160,149,5.5
University Of Virginia,1 Mar 2019,Rejected,2019-02-19,Tuesday,English,PhD,NA,NA,NA,NA
Vanderbilt University,1 Mar 2019,Rejected,2019-02-18,Monday,English,PhD,NA,NA,NA,NA
University Of Iowa,28 Feb 2019,Accepted,2019-02-28,Thursday,English,PhD,4,164,0,5
Fordham University,28 Feb 2019,Other,2019-03-01,Friday,English,PhD,NA,167,164,5
University Of Rochester,28 Feb 2019,Wait listed,2019-02-13,Wednesday,English,PhD,NA,NA,NA,NA
Penn State (Pennsylvania State University),28 Feb 2019,Accepted,2019-02-27,Wednesday,English,Masters,3.9,162,144,5.5
University Of Oklahoma,28 Feb 2019,Accepted,2019-02-28,Thursday,English,Masters,3.13,170,151,5.5
University Of Delaware (UDel),28 Feb 2019,Wait listed,2019-03-01,Friday,English,PhD,NA,NA,NA,NA
University Of Iowa,28 Feb 2019,Accepted,2019-02-28,Thursday,English,PhD,4,164,153,5
Syracuse University,28 Feb 2019,Rejected,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
University Of Western Ontario,28 Feb 2019,Accepted,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
University Of Rhode Island,28 Feb 2019,Accepted,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
University Of Western Ontario,28 Feb 2019,Accepted,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Yale University,28 Feb 2019,Rejected,2019-02-28,Thursday,English,PhD,4,163,0,5.5
Brown University,28 Feb 2019,Rejected,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
Syracuse University,28 Feb 2019,Accepted,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
George Washington University,28 Feb 2019,Rejected,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
York University,28 Feb 2019,Accepted,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
University Of Victoria,27 Feb 2019,Rejected,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
McGill University,27 Feb 2019,Rejected,2019-02-21,Thursday,English,Masters,NA,NA,NA,NA
Yale Graduate School Of Arts And Sciences,27 Feb 2019,Rejected,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
Yale Graduate School Of Arts And Sciences,27 Feb 2019,Rejected,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
Yale University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Brown University,27 Feb 2019,Rejected,2019-02-28,Thursday,English,PhD,NA,NA,NA,NA
Yale Graduate School Of Arts And Sciences,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
New York University GSAS (NYU),27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
University Of New Mexico,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Yale University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Yale Graduate School Of Arts And Sciences,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Yale Graduate School Of Arts And Sciences,27 Feb 2019,Accepted,2019-02-27,Wednesday,English And Film And Media Studies,PhD,4,167,156,4
Yale University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Yale University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Yale University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Yale University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Yale University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Yale University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Yale University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
New York University,27 Feb 2019,Wait listed,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
McGill University,27 Feb 2019,Rejected,2019-02-11,Monday,English,PhD,NA,NA,NA,NA
University Of Chicago,27 Feb 2019,Rejected,2019-02-01,Friday,English,PhD,NA,NA,NA,NA
University Of Pittsburgh,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Brown University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Brown University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,3.79,167,153,6
Brown University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,3.96,166,152,5
Brown University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,3.75,162,153,5
Brown University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,3.78,164,150,4.5
Brown University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,3.8,166,161,4.5
Brown University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Brown University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Brown University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,3.9,165,160,5.5
Brown University,27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
New York University,27 Feb 2019,Wait listed,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Rutgers University - New Brunswick,27 Feb 2019,Wait listed,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
New York University ( NYU),27 Feb 2019,Wait listed,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
University Of Toronto,27 Feb 2019,Accepted,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
University Of Connecticut (UConn),27 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
University Of Connecticut (UConn),27 Feb 2019,Rejected,2019-02-27,Wednesday,English,Masters,NA,NA,NA,NA
University Of Cambridge,27 Feb 2019,Accepted,2019-02-27,Wednesday,English,PhD,3.84,165,160,5
Rutgers University,27 Feb 2019,Wait listed,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Rutgers University,27 Feb 2019,Wait listed,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
University Of Toronto,27 Feb 2019,Accepted,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
"Columbia University, Teachers College",26 Feb 2019,Accepted,2019-02-26,Tuesday,"English, College Teaching",Other,NA,NA,NA,NA
University Of Wisconsin - Madison,26 Feb 2019,Rejected,2019-02-08,Friday,English,PhD,NA,158,153,99.99
Louisiana State University (LSU),26 Feb 2019,Rejected,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
UNC Greensboro,26 Feb 2019,Rejected,2019-02-20,Wednesday,English,PhD,NA,NA,NA,NA
Brown University,26 Feb 2019,Wait listed,2019-02-27,Wednesday,English,PhD,NA,NA,NA,NA
Brown University,26 Feb 2019,Wait listed,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
Harvard Graduate School Of Arts And Sciences,26 Feb 2019,Accepted,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
Brown University,26 Feb 2019,Wait listed,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
Harvard University,26 Feb 2019,Other,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
Harvard University,26 Feb 2019,Accepted,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
Louisiana State University (LSU),26 Feb 2019,Wait listed,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
Louisiana State University,26 Feb 2019,Wait listed,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
"Teachers College, Columbia University",26 Feb 2019,Accepted,2019-02-25,Monday,English Education,PhD,NA,NA,NA,NA
Ohio University (Athens),26 Feb 2019,Accepted,2019-02-20,Wednesday,English/Creative Writing,PhD,NA,NA,NA,NA
UNC Chapel Hill,26 Feb 2019,Wait listed,2019-02-20,Wednesday,English,PhD,NA,NA,NA,NA
University Of Victoria,26 Feb 2019,Rejected,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania,26 Feb 2019,Rejected,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
Johns Hopkins University,26 Feb 2019,Rejected,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
University Of Oxford,26 Feb 2019,Accepted,2019-02-16,Saturday,English 1900 - Present,Masters,NA,NA,NA,NA
Concordia University (Canada),26 Feb 2019,Accepted,2019-02-26,Tuesday,English,PhD,NA,NA,NA,NA
Brown University,26 Feb 2019,Accepted,2019-02-25,Monday,English,PhD,NA,NA,NA,NA
University Of Rochester,25 Feb 2019,Rejected,2019-02-22,Friday,English Literature,PhD,NA,NA,NA,NA
Columbia University,25 Feb 2019,Wait listed,2019-02-15,Friday,English,PhD,3.9,162,152,5.5
Fordham University,25 Feb 2019,Accepted,2019-02-25,Monday,English,PhD,3.8,162,0,4.5
University Of Virginia,25 Feb 2019,Rejected,2019-02-25,Monday,English,PhD,NA,NA,NA,NA
University Of Virginia,25 Feb 2019,Rejected,2019-02-25,Monday,English,PhD,3.2,167,169,4
Texas A & M University (TAMU),25 Feb 2019,Accepted,2019-02-04,Monday,English,PhD,NA,NA,NA,NA
Boston University,25 Feb 2019,Rejected,2019-02-25,Monday,English,PhD,3.86,151,160,5.5
Fordham University,25 Feb 2019,Accepted,2019-02-25,Monday,English,PhD,NA,NA,NA,NA
Michigan Ann Arbor,25 Feb 2019,Rejected,2019-02-13,Wednesday,English,PhD,NA,NA,NA,NA
